,Unnamed: 0,Review Title,Review Text,Score,Class
822,822,Utterly Disappointed,Worst phone in history,1,Negative
823,823,Utterly Disappointed,Motherboard got damaged Phone is bricked,1,Negative
824,824,Classy product,Phone performance is very good.But camera and battery backup is slightly good,4,Positive
825,825,Waste of money!,Not happy 😞😞,1,Negative
826,826,Unsatisfactory,Not good working after 5 or 6 months.,1,Negative
827,827,Moderate,Camera started lagging since the first week... Phone too lags sometimes.,2,Negative
828,828,Worst experience ever!,When I Recording Free Fire Gameplay With Screen Recorder It Sounds Very Bad like double Sound Coming Please Fix It ....,1,Negative
829,829,Waste of money!,"At 1st the phone's performance was good but after 2 software updates the phone is trash, don't buy this phone i regret buying this phone not good for gaming also not value for money",1,Negative
830,830,Did not meet expectations,dont buy this phone,1,Negative
831,831,Not recommended at all,My phone is dead waste,1,Negative
832,832,Waste of money!,Net work problem,3,Positive
833,833,Absolute rubbish!,Don't buy this mobile because heavy lag and always stock,1,Negative
834,834,Terrible product,Not bad,3,Positive
835,835,Must buy!,"I am very satisfied with this mobile I downloaded bgmi and played it , after 6 months also there is no lag ir framedrop while playing . If you are a heavy gamer this device will be the best choice below 20000. But you dont hope about the camera.Battery is also ok",4,Positive
836,836,Brilliant,All future is outstanding 👍😊💞,5,Positive
837,837,Terrific,Gaming phone !! Specially for pubg ...,5,Positive
838,838,Horrible,Plz dont buy this phone due to hardbrick and motherboard issue,1,Negative
839,839,Worthless,Auto dead my phone,1,Negative
840,840,Worst experience ever!,Blank display problem 🥲,1,Negative
841,841,Simply awesome,Nice,4,Positive
842,842,Don't waste your money,"Plz don't buy this product, I had used 1 year once update the software my mobile won't work properly I am facing so many issues Like camera video not capture clearly, once switch off and on the will work",1,Negative
843,843,Highly recommended,Rear camera awesome🔥🔥😘,4,Positive
844,844,Not recommended at all,Having lot of issue with working of the mobile won't auto rotate even if it is on call sensor won't work,2,Negative
845,845,Horrible,Worst performance,1,Negative
846,846,Unsatisfactory,Worst mobile don't buy,1,Negative
847,847,Bad quality,Worst product,1,Negative
848,848,Super!,Camera good performance good sound goods.. It's all good.. ❤👍,4,Positive
849,849,Highly recommended,Best in price.,5,Positive
850,850,Terrific,Best value for money gaming phone,5,Positive
851,851,Utterly Disappointed,Please don't buy this smartphone motherboard dead after update,1,Negative
852,852,Really Nice,Awesome phone.... Just ❤👌💯,5,Positive
853,853,Awesome,Best performance under 20k Best cameraBest displayOverall best phone under 20k,5,Positive
854,854,Very poor,"Am very very much disappointed with flipkart and this product also.... I have many issue with this product.. 1. I have two mobile no in this phone..... If I login personal account on flipkart and hotstar and truecaller like this apps it shows another mobile no... I don't have that mobiles in my life.... It shows 3 mobile no's... I thought am not the first user of this product..... I raised a return request, the tech guy also came and checked this product he also don't know about this issue a...",1,Negative
855,855,Great product,Best Mobile under 20k♥️,5,Positive
856,856,Terrible product,"It's not a phone, it's a BRICK. If accidentally fell down in your legs, fracture confirm!! Girls don't even think of lifting this phone.In addition poor signal reception.",1,Negative
857,857,Perfect product!,Bought for 17k (6gb 128gb) Great battery  and display Camera disappointedExtream erformance(SD 860) Great graphics for pubg Don't go for bronze colour,2,Negative
858,858,Fair,Nice phone,5,Positive
859,859,Terrific purchase,Best photo.... camera is very good,5,Positive
860,860,Terrific purchase,Its totally jod for gamer's,5,Positive
861,861,Terrific purchase,Nice,4,Positive
862,862,Very poor,"I have Bought POCO X3 Pro for My Brother.After Superfast delivery by Flipkart ,my Brother was so happy that He will do gaming with this phone but the phone has start doing plenty of drama from day 3.He thought that may be there will be something om screen ie water or sweat so touch is not working properly but After using 1 month phone has disappointed a lot.While playing the game there was huge frame drop and very bad experiences.Touch was not working properly every time .Touch was working o...",2,Negative
863,863,Super!,Best for pubg in high graphic,5,Positive
864,864,Brilliant,Best gaming phone poco x3pro 🥰📱🔥(♥ω♥*)💛💛💛💛💛💛💛☎👧💓💓💓👦☎📱👗👉❗👈👕📱☎👖Call  me 👖☎💛💛💛💛💛💛💛🎩😁👕👍Great!👖,5,Positive
865,865,Fair,"Poor design, Unlock touch is not on front screen!! Purchased it bcoz of it's performance but in one month it starts hanging!!",1,Negative
866,866,Perfect product!,Good BatteryGood photosBest processor performanceBest gaming performanceBest cameraAverage body design,4,Positive
867,867,Absolute rubbish!,Battery backup bad,1,Negative
868,868,Highly recommended,Best Gaming Phoneand No Emi Cost on Bajaj Card,5,Positive
869,869,Just okay,This is a good phone in this price range. The performance is very good. The camera quality is bad,4,Positive
870,870,Worth every penny,Flikkart thank you so much,5,Positive
871,871,Just wow!,I fill to good by useing,4,Positive
872,872,Value-for-money,Best budget phone  with overloaded features  go for it,5,Positive
873,873,Good,In bgmi touch issue have problem,3,Positive
874,874,Terrific,Super phone,5,Positive
875,875,Must buy!,Amazing mobile,5,Positive
876,876,Simply awesome,phone has ghost touch issues. it becomes very irritating sonetimes. never going to buy poco again in future,1,Negative
877,877,Excellent,Best for pubg under 20000,5,Positive
878,878,Good quality product,Very nice,5,Positive
879,879,Worth every penny,"Good phone but os experience is not that good, that's not miui from redmi series , animations needs optimisation, not all features from miui rom",3,Positive
880,880,Just wow!,"Just go for it , This machine does it's job . 1)Camera 🔥2) Performance 😍3)Battery (10hrs on Hotspot ,video editing , high end games ) 30 % remains for the day.4)No heating issues 5) Machine is awesome",5,Positive
881,881,Pretty good,The phone is very nice and it has value for money. The camera is also great and the battery backup is also very good.,5,Positive
882,882,Excellent,i loved to play games on this phone. but camera is one one of the cons of this phone.,4,Positive
883,883,Nice,There is a screen touch problem some time it didn't work. Camera is very bad quality. Don't buy this phone,1,Negative
884,884,Worthless,My charger not working plz ripless my,1,Negative
885,885,Good,Average Phone Average  Flipkart Service...No HDFC credit Card EMI Allows...,3,Positive
886,886,Must buy!,Good,4,Positive
887,887,Nice,I like this phone but the weight is little heavy..,4,Positive
888,888,Just wow!,Go for it... U will not regret.,5,Positive
889,889,Really Nice,Soo irritating bugs like  My calling sensor  is not working  automatic touch Nd many more I request poco to solve these problemes,1,Negative
890,890,Awesome,"Great in this price range, though could have given amoled display.",4,Positive
891,891,Super!,One of the best phone the performance was so goodValue for money 😀🥰💯,5,Positive
892,892,Perfect product!,Very good phone but camera bed,4,Positive
893,893,Not good,Sensor is very bad. While in a call ph is not getting locked. After pressing the power button also ph didn't lock. Auto brightness feature is very bad. Heating issue is there. Lag issue is there in BGMI. But overall performance is good.,2,Negative
894,894,Moderate,Good processor and battery life.Poor camera.Worst touch screen experience. Lots of ghost touches.Heavy for single handed use.,2,Negative
895,895,Perfect product!,worth  buying this,5,Positive
896,896,Nice,So bad phone guys dont buy waste of money ghost touch issue evry single poco phones,1,Negative
897,897,Not good,Automatically screen touched multiple time i have faced lot of problem when I have playing game and using my social media . To be honest I am not happy with it,2,Negative
898,898,Decent product,Excellent phone under 19 k and also performence but battery backup is very low 😒and some times heating all over the phone is beast under price range ☺,4,Positive
899,899,Wonderful,"Best phone in the budget. Unlike many reviews I have seen, I never faced severe heating issues. And I play a lot of pubg and brawlstars. Only faced mild heating issue in the beginning days but never in the later stages. And the speakers are very good.",5,Positive
900,900,Really Nice,Awesome Mobile I Love ItThanks Flipkart 👍,5,Positive
901,901,Did not meet expectations,Got dead after update,1,Negative
902,902,Bad quality,Screen touch get problem after using and camera is very low quality.... I dnt expected such a thing from flipkart i requipment all the user to purchase a mobile from the store.... Waste of money,1,Negative
903,903,Waste of money!,After 5months phone lagging like hell..I don't know why..Some specific with my unit I guess..poco need to work on quality,2,Negative
904,904,Slightly disappointed,It's a bad item,1,Negative
905,905,Excellent,Overheating battery issue and camera issue,2,Negative
906,906,Mind-blowing purchase,Amazing😍 flipkart,5,Positive
907,907,Unsatisfactory,It's lagging while video recording. Only 3 months old device.,2,Negative
908,908,Terrific,Display is good for and ips but britness is too low i always use the device with 70% britness in indoor conditions,3,Positive
909,909,Pretty good,Just missing AMOLED display.Otherwise POCO X3 PRO is the best mobile under 20000,3,Positive
910,910,Very Good,"Camera is awesome, speed game verithanam.",5,Positive
911,911,Value-for-money,Very nice camera,5,Positive
912,912,For this price nothing can beat it.,For this price nothing can beat it. BGMI is smooth in extreme. No heating in my device even after 2 hours of playing. Hoping to get 90fps officially with BGMI. But anyways phone is good.,4,Positive
913,913,Fair,"Smooth performance. But motherboard dead after 7 months, very poor quality control.MIUI limits the full potential of this phone.",2,Negative
914,914,Highly recommended,Good,4,Positive
915,915,Terrific purchase,Super,5,Positive
916,916,Awesome,Full power,5,Positive
917,917,Delightful,Camera quality average otherwise good .,3,Positive
918,918,Don't waste your money,Bettery backup is not good,2,Negative
919,919,Very Good,"Good mobil , camera is nice.",4,Positive
920,920,Pretty good,Excellent,5,Positive
921,921,Expected a better product,New mobile buy in flipkart use 2 month phone worst in game play so lag pubg and bgmi I'll real disappointment this phone friends.phone don't buy poco x3 pro🤣🤣,1,Negative
922,922,Best in the market!,Just one word Awesome,5,Positive
923,923,Very Good,Great performance,5,Positive
924,924,Pretty good,Good,4,Positive
925,925,Really Nice,In This range is best gaming device,5,Positive
926,926,Good quality product,Good one camera average,4,Positive
927,927,Awesome,Worth for money 💰,5,Positive
928,928,Value-for-money,Amazing phone but only issue when the phone vibrates while playing song due to dual speaker. Another issue is LCD screen which can be much better when compare to phones in similar ranger. Overall amazing product with snapdragon 860 processor which makes it a superb buy,4,Positive
929,929,Must buy!,Amazing product got this at 16950 Rs.,5,Positive
930,930,Value-for-money,"On an average it's a very good phone with super performance. But only uneasy thing I felt is the vibration below camera module when some thing is played via speaker.Rest is fantastic. Amoled is a obvious miss but performance do compensate. After booting updated to MIUI 12.5. Sound quality is excellent. It's Hi-Res certified. Also expected the battery drain to be more smooth. Anyhow, this is my one day review. Will update experience after a month.",4,Positive
931,931,Classy product,Perfect,5,Positive
932,932,Good choice,Best Phone under this price.!!,5,Positive
933,933,Perfect product!,Good product ...camera good ....i love it....,4,Positive
934,934,Brilliant,Ultra beast performance! And I've to specially mention the stereo speakers. They are awesome.Runs BGMI smooth extreme with very less lag even in competitive matches. Camera could have been better. Best phone under 20k!,5,Positive
935,935,Worth the money,great performance for heavy games like Pubg MobileCall of Duty just go it,5,Positive
936,936,Fabulous!,"I like this products, especially the camera... Superr good.. Worth spending money for this phone... I sure I won't regret it... Thanku",5,Positive
937,937,Mind-blowing purchase,"Fabulous,must buy.",5,Positive
938,938,Did not meet expectations,Worst phone I have never seen,1,Negative
939,939,Highly recommended,Nice products 😊,5,Positive
940,940,Great product,Love this phone ❤,5,Positive
941,941,Wonderful,Super,5,Positive
942,942,Simply awesome,Very nice performance.,5,Positive
943,943,Wonderful,Good ececellent I am feeling happy,4,Positive
944,944,Worth the money,In normal range it is best mobile,3,Positive
945,945,Really Nice,Amazing phoneAwesome perfomanceDisplay quality is also goodFeels like amoled displayCamera is OKMade for gamingGood value for money,5,Positive
946,946,Good quality product,Nice,4,Positive
947,947,Delightful,Best,5,Positive
948,948,Worth every penny,This budget this phone amazing,5,Positive
949,949,Terrific purchase,Great,5,Positive
950,950,Mind-blowing purchase,Great,5,Positive
951,951,Perfect product!,Good,4,Positive
952,952,Great product,Nice,4,Positive
953,953,Fabulous!,Performance sooper,4,Positive
954,954,Terrific purchase,Loved the phone performance out of the world 🌍 👍,5,Positive
955,955,Fabulous!,Very good product,5,Positive
956,956,Best in the market!,Best phone for BGMI 😍😍,5,Positive
957,957,Perfect product!,Osm phone for everything,5,Positive
958,958,Value-for-money,All are good,5,Positive
959,959,Mind-blowing purchase,Best product,5,Positive
960,960,Terrific,Nice,4,Positive
961,961,Classy product,Good phone,4,Positive
962,962,Terrific,I think under 20000 the best phone,5,Positive
963,963,Nice product,Good value for money but some times hanging issue and also heating,3,Positive
964,964,Does the job,The phone is fast but the launcher stutters. You can feel the stutters here and there. I don't know why this is happening even with the SD 860. It had a 120 hz refresh rate screen but you can feel the drops at times due to the stutters.,3,Positive
965,965,Value-for-money,"Very good phone , mind blowing",5,Positive
966,966,Don't waste your money,BATTERY DRAINS VERY FAST SO AVOID TO BUY,1,Negative
967,967,Simply awesome,Beast,5,Positive
968,968,Did not meet expectations,Battery drain quickly. Not worth above 5000mah battery. At the time of taking video hanging issue continuesly.,2,Negative
969,969,Terrible product,Worst phone dont go for it. Call is being disconnected time and again. Others phone is showing switched off while that is on. Front camera not good.Tab switch not working. Don't buy this phone. Flipkart support so far is worst.,1,Negative
970,970,Super!,Super product it is really gameing mobileYou don't very this is nise productAnd loo light look super,5,Positive
971,971,Classy product,Gameing parfomance Op Bolte,3,Positive
972,972,Good,Proximately sensor problems,2,Negative
973,973,Highly recommended,Very good product❤i just love it😙🔥,5,Positive
974,974,Just wow!,One of they best phone which is giving equal competition to all flagship processor in this segment I play call of duty from iPad m1 chip but sometimes I have to play on mobile too no lag issue but after 5 to 6 hours phone get little bit heater on max setting if I on fan or Ac all things get ok with me it's very stylish mobile go for it's very powerful phone,5,Positive
975,975,Great product,Good,4,Positive
976,976,Good choice,performance wise market best at this price range.only bad thing is back side plastic that's why while playing music in high volume back side is vibrating.,4,Positive
977,977,Wonderful,Good product..,4,Positive
978,978,Nice product,Awesome product but it has heating issues after few hours of gameplay. Camera is ok. Battery is good.,3,Positive
979,979,Worth the money,"Performance is so good, but the phone get heat.",3,Positive
980,980,Best in the market!,Bast gaming phone under 20k,5,Positive
981,981,Fair,Phone weighs more in hand. Can't put in hand for continuously. Battery is good. Heating issues seen in heavy load conditions. Stereo speakers making heavy vibrations at the back body in high volume case. Overall ok to use.,3,Positive
982,982,Fair,"Phone is heavy and the camera average , display average",3,Positive
983,983,Just okay,Bettery performance not good,2,Negative
984,984,Awesome,Touch it not working 😤😤😤,1,Negative
985,985,Just okay,"Cons- Phone is not handy at all, Camera is Worst. Pros.-  Mind blowing Performnce.",1,Negative
986,986,Not recommended at all,Bad phone,1,Negative
987,987,Could be way better,Camera is a not good,1,Negative
988,988,Nice,not happy with battery performance. Screen resolution is really good. Speaker is loud n clear.,2,Negative
989,989,Brilliant,Guy's literally I am saying if you are still looking the best smartphone under 20k  (on offer you can easily get this on 17k ) go for this blindly dude & i am sure you will never regret it. it's damn amazing in every aspect  .,5,Positive
990,990,Highly recommended,Nc,3,Positive
991,991,Mind-blowing purchase,Just awesome phone,5,Positive
992,992,Excellent,Awesome I like,5,Positive
993,993,Mind-blowing purchase,GAMING - 10 BATTERY-08CHARGING-09CAMERAS-06Paisa wasool phone Best gaming experience,5,Positive
994,994,Good choice,Good phone in this range 16999 I buy it but one prblm doesn't support 5G,4,Positive
995,995,Terrific,Best gaming Beast under 20k,5,Positive
996,996,Value-for-money,"The product is good, worth for money. Overall everything was good but delivery was delayed for 1day which I was little disappointed.",4,Positive
997,997,Nice product,"Not bad, but back vibration too much. ❤️ It 😂😂😂",3,Positive
998,998,Very Good,Night mode is awesome,5,Positive
999,999,Wonderful,If you want a midrange killer with high performance then you don't need to look for another device. This is best and Display is super. And I'm the developers of Poco launcher also.,5,Positive
1000,1000,Excellent,Great performance,5,Positive
1001,1001,Worth every penny,Best performance given by it... ❤loved it...!! 🤩❤😍,5,Positive
1002,1002,Awesome,Wow,5,Positive
1003,1003,Terrible product,This phone is heated and network problem,1,Negative
1004,1004,Pretty good,Hardware is good except display. Only thing is I don't know how long it will last before screen burn issue 😂😂. MIUI is so buggish....but still the advantage of mi phones is lot of custom ROMs. So overall a good buy.,4,Positive
1005,1005,Great product,1.Camera: Quit good 3star2.Battery: 3 star3.performance: 4 star4.Display: 4 star5. Charging: 5 star,3,Positive
1006,1006,Worthless,Camera quality is very bad,1,Negative
1007,1007,Unsatisfactory,Fast battery drainSometime hangHittingFlipkart did'nt take serious this matterSo dont take this device,3,Positive
1008,1008,Does the job,Phone design is good. camera 48mp ok. battery back up 24 hours used. Phone heating in charging time and apps using time. Phone hanging some times. Iam taken 6gb 128. Value of money not for good like this configuration phones u should compare other phones this phone is good.,3,Positive
1009,1009,Classy product,Good but sometimes it heat very fast,3,Positive
1010,1010,Good,Good performance but screen quality baad,3,Positive
1011,1011,Best in the market!,Camera is good,4,Positive
1012,1012,Worth the money,Nice,4,Positive
1013,1013,Excellent,Simply superb 👌👌👌,5,Positive
1014,1014,Excellent,Phone is Good but there is some heating issue... otherwise everything is good,3,Positive
1015,1015,Awesome,Such a best product,5,Positive
1016,1016,Brilliant,Good for gaming,4,Positive
1017,1017,Perfect product!,Fantastic performance 👏👌Everything fine,5,Positive
1018,1018,Moderate,"Poco x3 pro, has too much UI bugs, glitch,. After using google camera picture quality improves very much. But MI UI. 12. Has the worst  user experience.",2,Negative
1019,1019,Perfect product!,Delivered one day early and old phone exchanged without any hassle. Battery seems to be draining pretty quick even on 60fps.It is heavy and big.But you should know the compromises you are making for this thing's amazing performance.No overheating.,5,Positive
1020,1020,Delightful,Best gaming mobile,5,Positive
1021,1021,Must buy!,Performance is,4,Positive
1022,1022,Fabulous!,Nice,4,Positive
1023,1023,Best in the market!,Ok ok camera not bad,3,Positive
1024,1024,Really Nice,A nice phone with few compromises. I am listing out the compromises here:1. No super amoled panel which makes the brightness on this phone's screen a bit on the lower side.2. The phone is heavier than phones with much bigger battery.3. Back panel vibrates a lot when speaker volume is high.4. Camera is okayish quality.Rest all things are A grade.,4,Positive
1025,1025,Super!,Good,4,Positive
1026,1026,Very Good,Performance of poco x 3 pro is great.... But camera is not up to the mark as expected. Camera is poor. But other things are decent.,3,Positive
1027,1027,Pretty good,If you buying for pubg gaming then it is not for comptitive matches. 🙁🙁🙁,1,Negative
1028,1028,Fabulous!,So good for pubg 🔥🔥🔥🥰,5,Positive
1029,1029,Perfect product!,Op phone but some heat issue. If that fixed it is a beast phone in this price😎,3,Positive
1030,1030,Absolute rubbish!,After using it for nearly 7 months this phone has a lot of bugs and issues . My phone keeps rebooting again and again after a miui 13,2,Negative
1031,1031,Good choice,Good phone,4,Positive
1032,1032,Super!,Camera good performance good sound goods.. It's all good.. ❤👍,4,Positive
1033,1033,Highly recommended,Best in price.,5,Positive
1034,1034,Terrific,Best value for money gaming phone,5,Positive
1035,1035,Utterly Disappointed,Please don't buy this smartphone motherboard dead after update,1,Negative
1036,1036,Really Nice,Awesome phone.... Just ❤👌💯,5,Positive
1037,1037,Awesome,Best performance under 20k Best cameraBest displayOverall best phone under 20k,5,Positive
1038,1038,Fabulous!,Best phone under 20000 Thank you PocoRegards Sangeeta,5,Positive
1039,1039,Nice product,"Osm at this prize range, go for it or camera is also awsome  go for it without any dought",5,Positive
1040,1040,Terrific purchase,Superb superb phone,5,Positive
1041,1041,Best in the market!,Superb mobile for moderate users iam not a gamer........... There are enough features in this mobile for moderate users thtats i can say..........,5,Positive
1042,1042,Terrific purchase,Just WowwYesterday Recieved.,5,Positive
1043,1043,Moderate,Touch pad not working properly,1,Negative
1044,1044,Pretty good,Very good performanceAverage touchAverage displayFor gaming only,4,Positive
1045,1045,Value-for-money,"Performance : GreatBattery: GoodDisplay: fineCamera: ok(usually all camera are ok type in budgeted phones) Great phone under 20k ( Best phone in this budget)Value for money : Definitely yes5G : No (Although yet to come in reality)This is early usage review , I ll update later in upcoming days.After 10 daysCharging : 4% to 94% in 1hr that's great Battery back up goodGames like pubg playing is ultra smooth",4,Positive
1046,1046,Does the job,"Uhm good phone, has a decent camera, damn good performance.Downsides are charging speed battery back up Worst side is ips screen",3,Positive
1047,1047,Must buy!,Only one thing I want to say.... You can make a chapati using mobile heat,4,Positive
1048,1048,Brilliant,Best gaming phone poco x3pro 🥰📱🔥(♥ω♥*)💛💛💛💛💛💛💛☎👧💓💓💓👦☎📱👗👉❗👈👕📱☎👖Call  me 👖☎💛💛💛💛💛💛💛🎩😁👕👍Great!👖,5,Positive
1049,1049,Fair,"Poor design, Unlock touch is not on front screen!! Purchased it bcoz of it's performance but in one month it starts hanging!!",1,Negative
1050,1050,Not recommended at all,Don't buy this phone.. 🙏Otherwise After miui 13 update.. Your Phone will be dead.. Poco is fraud 🙏,1,Negative
1051,1051,Perfect product!,Good BatteryGood photosBest processor performanceBest gaming performanceBest cameraAverage body design,4,Positive
1052,1052,Absolute rubbish!,Battery backup bad,1,Negative
1053,1053,Highly recommended,Best Gaming Phoneand No Emi Cost on Bajaj Card,5,Positive
1054,1054,Just okay,This is a good phone in this price range. The performance is very good. The camera quality is bad,4,Positive
1055,1055,Worth every penny,Flikkart thank you so much,5,Positive
1056,1056,Just wow!,I fill to good by useing,4,Positive
1057,1057,Value-for-money,Best budget phone  with overloaded features  go for it,5,Positive
1058,1058,Best POCO phone ever.,This is the best version of Poco Phones. You will not regret it.,5,Positive
1059,1059,Classy product,Best budget phone under 20k,5,Positive
1060,1060,Super!,Superb mobile.,5,Positive
1061,1061,Terrific,Everything is good but the battery backup is an issue.,3,Positive
1062,1062,Terrific,Totally beast but no amoled display,3,Positive
1063,1063,Brilliant,Camera not good. Only pros are good processer and fast charge  ... ConsSome times touch response go delayed by a sec.. Which will irritate you,2,Negative
1064,1064,Terrific purchase,Best gaming device under 20k....,5,Positive
1065,1065,Awesome,Very good,5,Positive
1066,1066,Just okay,"Shifting from honor User to Xiaomi, i am missing most of simple and beautiful UI, thinking of why i bought in name of processor. When everything is matter in phone. Will move to another phone soon.",2,Negative
1067,1067,Hated it!,dont buy this phone is dead after update miui 13.0.2 and my device is out of warrenty company didn't responcible  to change the device its software issue poco will be concern that issue and change the device free of cost,1,Negative
1068,1068,Wonderful,Best mobile at this price,5,Positive
1069,1069,Just wow!,Nice,4,Positive
1070,1070,Terrific,Awesome 😘😘👉🔥,5,Positive
1071,1071,Does the job,The display sensitivity not good...,2,Negative
1072,1072,Must buy!,"good buy, nice one love it",5,Positive
1073,1073,Terrific,Awesome mobile...value for money❤️,5,Positive
1074,1074,Terrific purchase,Best phone in this price segment.,5,Positive
1075,1075,Terrific,Nice smart phone,5,Positive
1076,1076,Fabulous!,Over all nice,5,Positive
1077,1077,Mind-blowing purchase,Nanba awsome performance,3,Positive
1078,1078,Not good,Sensor is very bad. While in a call ph is not getting locked. After pressing the power button also ph didn't lock. Auto brightness feature is very bad. Heating issue is there. Lag issue is there in BGMI. But overall performance is good.,2,Negative
1079,1079,Moderate,Good processor and battery life.Poor camera.Worst touch screen experience. Lots of ghost touches.Heavy for single handed use.,2,Negative
1080,1080,Perfect product!,worth  buying this,5,Positive
1081,1081,Nice,So bad phone guys dont buy waste of money ghost touch issue evry single poco phones,1,Negative
1082,1082,Not good,Automatically screen touched multiple time i have faced lot of problem when I have playing game and using my social media . To be honest I am not happy with it,2,Negative
1083,1083,Moderate,Touch flicker sometimes. It starts working on its on.,3,Positive
1084,1084,Nice product,"Overall Performance is really satisfied but display is not that good and there's something wrong with its miui12.5After ending call the phone continuous show call ended non stop, that me b get better in upcoming updates. Over all u should go for this phone.👍",3,Positive
1085,1085,Fabulous!,I only buy this phone for Battlegrounds Mobile India gameplay. I play this phone with 90fps and very smooth experience. And value for money this phone.,5,Positive
1086,1086,Mind-blowing purchase,Good product. With gaming 18hours of battery backup is available. Performance beast. No Disappoinment in camera. Value for money . Overall 4.9/5,4,Positive
1087,1087,Terrific,Totally satisfied and also very much recommended for mobile gamers.,5,Positive
1088,1088,Good choice,Best gaming phone under 20K... Only for gamers,5,Positive
1089,1089,Fabulous!,Gaming mobile,5,Positive
1090,1090,Simply awesome,Awesome mobile no lags in a heavy games like bgmi,5,Positive
1091,1091,Awesome,Awesome..The performance is very nice,5,Positive
1092,1092,Bad quality,Is very power full,5,Positive
1093,1093,Great product,Decent camera. Good processor.,4,Positive
1094,1094,Excellent,I love it Beast on that price,5,Positive
1095,1095,Must buy!,Excellent mobile Gaming -90fps supportCamera -oolalaNice battery backupRefresh rate option 90  and 144And many more,5,Positive
1096,1096,Perfect product!,Best for this price If you looking a phone for pubg this is the best ( in this price range),5,Positive
1097,1097,Value-for-money,Excellent is pic,5,Positive
1098,1098,Good quality product,Best phone ever for mid range price,5,Positive
1099,1099,Good choice,Nice phone.. Very good performance,5,Positive
1100,1100,Not good,Not bad,3,Positive
1101,1101,Hated it!,The device is heating when use more than 1 hour.,2,Negative
1102,1102,Hated it!,There battery backup is so poor,1,Negative
1103,1103,Very Good,Good,4,Positive
1104,1104,Pretty good,"I bought this to replace my aging Lenovo K8+. Pros: -Powerful processor. SD860 outblazes even the newer and more expensive SD and Mediatek ones. -Ample RAM and storage. Downloads and even playing games are faster than on my Note 10. -Reasonably good camera, though the front cam is an average oneCons:-MIUI bloatware. Tons of these unwanted apps from Xaomi. -Front cam-A little bulky older design, esp the back camera bulges out and looks ugly-The side finger print scanner felt quite f...",3,Positive
1105,1105,Brilliant,Battery🔋 loos 💔,5,Positive
1106,1106,Super!,Superb charging and 860 snapdragon is nice,5,Positive
1107,1107,Fabulous!,#1 Gaming Device No.1 Phone,5,Positive
1108,1108,Nice product,"The phone is absolutely powerpacked, smooth running, a gammer phone no doubt, but the display is too poor just lcd tft screen, touch responce is average, and also camera performance is just average. They need  improvement in display and camera quality. Otherwise good phone",3,Positive
1109,1109,Did not meet expectations,Note : reviewing after 10 months of using.**DON'T BUY THIS PHONE**My phone is dead after 10 months and most of the poco x3 pro's phones is getting issue after 10-12 months of using.They are replacing my phone with redmi note 10 pro.Don't buy it or any poco phones.Thanks to poco for wasting my 20k.,1,Negative
1110,1110,Nice product,Gaming performance is excellent. However there are some bugs in the ui. Hope to receive proper software update soon.,4,Positive
1111,1111,Value-for-money,Good phone battery backup is not upto mark remaining perfect,4,Positive
1112,1112,Classy product,Beast for gaming Cell is a pro,5,Positive
1113,1113,Value-for-money,Amazing phone but only issue when the phone vibrates while playing song due to dual speaker. Another issue is LCD screen which can be much better when compare to phones in similar ranger. Overall amazing product with snapdragon 860 processor which makes it a superb buy,4,Positive
1114,1114,Must buy!,Amazing product got this at 16950 Rs.,5,Positive
1115,1115,Value-for-money,"On an average it's a very good phone with super performance. But only uneasy thing I felt is the vibration below camera module when some thing is played via speaker.Rest is fantastic. Amoled is a obvious miss but performance do compensate. After booting updated to MIUI 12.5. Sound quality is excellent. It's Hi-Res certified. Also expected the battery drain to be more smooth. Anyhow, this is my one day review. Will update experience after a month.",4,Positive
1116,1116,Classy product,Perfect,5,Positive
1117,1117,Perfect product!,Good product ...camera good ....i love it....,4,Positive
1118,1118,Terrific purchase,Best phone for gaming under 20 k,5,Positive
1119,1119,Decent product,Very costly,5,Positive
1120,1120,Highly recommended,A good phone for games. Camera is average. Face unlock and finger print is super fast. Charging takes 1 hour and slight heating issues if you play games but cools down very fast.,4,Positive
1121,1121,Worth every penny,Awesome performance . One of the best phone.,5,Positive
1122,1122,Good quality product,Worth the price.,4,Positive
1123,1123,Excellent,Nice Specs in this price range,4,Positive
1124,1124,Super!,Good phone,4,Positive
1125,1125,Perfect product!,Performance is very good but camera is definitely disappointed and display is definitely very nice,3,Positive
1126,1126,Worth every penny,Supar mobile,5,Positive
1127,1127,Terrific,Best mid range budget phone ever,5,Positive
1128,1128,Good quality product,Good Product. But the device needs to be more optimised.,4,Positive
1129,1129,Terrific purchase,Underrated Mobile in this Price. POCO AD free mobile. ⭐⭐⭐,5,Positive
1130,1130,Very Good,Only For Gaming,3,Positive
1131,1131,Terrific purchase,Nice mobile and excellent service,5,Positive
1132,1132,Pretty good,Battery backup Not best And Speaker Is awesome fo music Play back not good in gaming with this speaker performance 98% Satisfaction with 20k,2,Negative
1133,1133,Wonderful,Good phone but Chinese company,3,Positive
1134,1134,Terrific purchase,"Got the phone 1 week ago after waiting for 2 weeks and cancel and order it again.(-)Performance is good but some games still lags a bit (like genshin impact). And i can play CODM on max graphics and fps with no lag.(+)Battery is great, i can use it whole day without charging and including about 3 hours of gaming. Charging speed is good. It takes about 70-75 mins to charge from 20 to 100.(+)I had a problem with the display once. Sometimes swiping the screen from side to side didn't work ...",3,Positive
