,Unnamed: 0,sentence_reviews,Score,Class
2724,2724,it's draining very fast,2,Negative
2725,2725,i mean serious ,1,Negative
2726,2726,if you buy the phon then,3,Positive
2727,2727,you are in serious problem,1,Negative
2728,2728,Awesome,5,Positive
2729,2729,Values  Performance  is Best But Selfi camera is bad Please  Improve  Selfi Camera,3,Positive
2730,2730,awesome product ,5,Positive
2731,2731,Best phone under 20 kNo one can beat it in this price and performance,5,Positive
2732,2732, Camera is also goodAnd gaming is beast,4,Positive
2733,2733,Performance is very high when you play PUBG or COD  it's really good ,4,Positive
2734,2734, battery drawn quickly when you play ful hd plus,5,Positive
2735,2735,Phone is good in every aspect and performes very well ,5,Positive
2736,2736, delivery was very late,2,Negative
2737,2737,DON'T BUY THIS DEVICE!! I can explain why,1,Negative
2738,2738, I bought this device 1 year ago and I was satisfied with the performance till few weeks back and then comes the software update 12,4,Positive
2739,2739,6,5,Positive
2740,2740,I dont even know what happened with the device ; it became dead without any single external damage,1,Negative
2741,2741,And now all my data are gone and when I approached Service centre,1,Negative
2742,2742, they says that replacement of this device with Mi Note 10 pro is not possible as the warrenty expired,1,Negative
2743,2743, But the fault is not on my side; its on the comp,3,Positive
2744,2744,phone dead,1,Negative
2745,2745,Nice,4,Positive
2746,2746,Plz don't buy this product,1,Negative
2747,2747, I had used 1 year once update the software my mobile won't work properly I am facing so many issues Like camera video not capture clearly,1,Negative
2748,2748, once switch off and on the will work,5,Positive
2749,2749,Having lot of issue with working of the mobile won't auto rotate even if it is on call sensor won't work,2,Negative
2750,2750,Mobile suddenly shutdown after 9months of usage Motherboard problem,1,Negative
2751,2751, Please don't go for this mobile ver bad performance poco,1,Negative
2752,2752,motherboard problem,1,Negative
2753,2753, no repair,1,Negative
2754,2754,Poco camera good quality,3,Positive
2755,2755,My phone is dead,1,Negative
2756,2756,Don't buy this product,1,Negative
2757,2757, Having issue with motherboard,3,Positive
2758,2758, With 6 month my gt dead,1,Negative
2759,2759,dont buy this phone pls its a request ,1,Negative
2760,2760,when i buyed it was op ,1,Negative
2761,2761,,4,Positive
2762,2762, after the update its full of bugs ,1,Negative
2763,2763,one night i switched off my phone and then the morning the phone doesn't turn on the phone was dead,1,Negative
2764,2764,My phone dead in 8 months,1,Negative
2765,2765,its mother board is completely broken,1,Negative
2766,2766,Friend cam not better,2,Negative
2767,2767,This phone is complete phone camera is better and gaming performance is excellent,5,Positive
2768,2768,Best for gaming i love it,5,Positive
2769,2769,A very good product at this price,5,Positive
2770,2770,But need to fix,3,Positive
2771,2771, its vibration Otherwise 👍Display is LCD ,3,Positive
2772,2772,,4,Positive
2773,2773, amazing,5,Positive
2774,2774, to watch multimedia,5,Positive
2775,2775,A little bit heavier,3,Positive
2776,2776,,4,Positive
2777,2777, it's ok,3,Positive
2778,2778,Camera is ok,3,Positive
2779,2779,The phone has a very good processor and storage speed ,5,Positive
2780,2780," the back is vibrating too much while playing songs/games due to ""stereo"" speakers",2,Negative
2781,2781, Battery backup is poor considering 5160mAh battery,2,Negative
2782,2782, It charges too slow while playing games,2,Negative
2783,2783, It took around 4 hours to charge when I was playing Brawl Stars,3,Positive
2784,2784, Facing some frame drops while scrolling feed on youtube,3,Positive
2785,2785,Please don't buy Battery drains very very fast And gets heated up while charging,1,Negative
2786,2786, Not up to expectation of Snapdragon 855+,3,Positive
2787,2787,Osm Phone ❤️,5,Positive
2788,2788,Worst Phone !  😭Phone is getting hanged frequently…Visited MI store multiple times still no resolution after formatting and restore,1,Negative
2789,2789,I am a tech expert and a computer engineer I am writing this request for the common people who are thinking of purchasing this device,1,Negative
2790,2790,Camera is very poor,2,Negative
2791,2791, Totally below average,1,Negative
2792,2792, Performance is good,4,Positive
2793,2793, Just want to return this product and want my refund back,1,Negative
2794,2794, As soon as Flipkart grant it,4,Positive
2795,2795, Very poor job by poco and Flipkart,1,Negative
2796,2796,Camera is above average,3,Positive
2797,2797,comparison other brand 15000/- mobile criteria even this phone lose that comparison,1,Negative
2798,2798, Software some bug are here proximity sensor not working,2,Negative
2799,2799, Gyroscope sensor not working,1,Negative
2800,2800, ghost touch 5 times per day without battery this model faliure,1,Negative
2801,2801, Don't buy this phone,1,Negative
2802,2802,Best gaming phone X3 pro,5,Positive
2803,2803,Camera very much poor,2,Negative
2804,2804,camera of poco f1 is much bette,2,Negative
2805,2805,Excellent💯💯,5,Positive
2806,2806,this phone is heating very fast in play pes 2021,5,Positive
2807,2807,Auto call recording option is not there,1,Negative
2808,2808, Product wise it's good,4,Positive
2809,2809,I am writing this review after 2 month,1,Negative
2810,2810, The worst phone I ever seen,1,Negative
2811,2811, what are disappointed me : camera performance not good,2,Negative
2812,2812,very low brightness display(don't have a sunlight mood😐),2,Negative
2813,2813,battery not performing like 5000mah abow,1,Negative
2814,2814,i have touch complaints when playing pubg and using normally,3,Positive
2815,2815,the side mounted finger print sencor not working some time,2,Negative
2816,2816, 120 hz refreshing rate is just a number I didn't ever seen a good performance,2,Negative
2817,2817, If you have a plan to buy a poco phone think once again☹️,3,Positive
2818,2818, Don't waste you,1,Negative
2819,2819,Awesome,5,Positive
2820,2820,Decent camera,4,Positive
2821,2821, Ultimate performance,5,Positive
2822,2822, Totally Good mobile,5,Positive
2823,2823,The phone is best in performance,5,Positive
2824,2824, little disspapointment in camera department but it's not meant to be a photocentric phone,3,Positive
2825,2825, This phone is meant for performance and it delivers it perfectly,5,Positive
2826,2826, Speakers are a cherry on the top,3,Positive
2827,2827,Worst phone,1,Negative
2828,2828,Don't go for it if you love your money,1,Negative
2829,2829, My device suddenly dead after six months without any damages,1,Negative
2830,2830, Motherboard issues in many customers devices,2,Negative
2831,2831, Choose wisely!!!,5,Positive
2832,2832,Battery is fine and also is the screen,4,Positive
2833,2833, I bought it for gaming and just using it for 4 months and the performance is very bad now ! Don't buy in 2022 this is garbage!,1,Negative
2834,2834,Product not good,1,Negative
2835,2835, prob appair within 6 months,2,Negative
2836,2836,Really this mobile is awesome,5,Positive
2837,2837,Hitting issu lag while gaming,2,Negative
2838,2838, And swithoff autometcklyBugs lags etc,2,Negative
2839,2839, Mother board issue blast,1,Negative
2840,2840,Nice product ☺️☺️ ,5,Positive
2841,2841, Very satisfied with the product,5,Positive
2842,2842,A true mobile for gamers in mid range ❤️❤️,5,Positive
2843,2843,Phone like pubg god,5,Positive
2844,2844,Considering the price,3,Positive
2845,2845, the product is excellent for the features given,5,Positive
2846,2846,Battery life: 5 ⭐Performance: 5 ⭐Camera: 3 ⭐Multitasking: 5 ⭐ (6GB is more than enough)Screen: 4 ⭐ (Not AMOLED but 120Hz is a plus)Cons:Only con is when stereo speakers are used at high volumes (like watching a video or when during an incoming call),4,Positive
2847,2847, the back of the phone vibrates,2,Negative
2848,2848, It can be annoying to some people who use speakers quite often,3,Positive
2849,2849,   Also,5,Positive
2850,2850, during a phone call,4,Positive
2851,2851, the handset is very loud and people next ,2,Negative
2852,2852,I used this phone for 6 months ,1,Negative
2853,2853, it get lag when u play bgmi and when players come closer to you,2,Negative
2854,2854, It has heating problems it get heat when u play or when you charge other wise it is beast of 2021,1,Negative
2855,2855,Poco fail don't buy,1,Negative
2856,2856,Phone is dead,1,Negative
2857,2857,Touch issue and after update device is slow and too laging,2,Negative
2858,2858,Mobile is dead  in just 5 months,1,Negative
2859,2859, And now I just kept it in a corner Waste of money 😒,1,Negative
2860,2860,Overheating,2,Negative
2861,2861,TOUCH ISSUE WHILE GAMING,3,Positive
2862,2862,Screen is just amazing not having any problem with that,5,Positive
2863,2863,I think the phone is quite thick according to the battery capacity and also quite on the havior side,3,Positive
2864,2864,camera is ok if you are looking for this device for camera I would not recomend this one,3,Positive
2865,2865,just for gaming,5,Positive
2866,2866,No hang or lag ,1,Negative
2867,2867, a bit of heat and that's ok,3,Positive
2868,2868,Battery is getting drained so fast even after having 5000 mah battery,1,Negative
2869,2869, And display quality is very poor,2,Negative
2870,2870,Sometimes phone call not receiving my voice clearly,2,Negative
2871,2871,Only it had a powerful processor rest of the things are very low quality,2,Negative
2872,2872, little excessive use leads to software hardware failures,2,Negative
2873,2873,i lost my phone mother board just in 3 months,1,Negative
2874,2874,Worst phone ever!,1,Negative
2875,2875,multiple touch(ghost-touch) issues will come within 2 months,2,Negative
2876,2876,screen flickering and touch problem will always comes,2,Negative
2877,2877,cheap build quality,2,Negative
2878,2878,I recommend not to buy poco x3 pro,1,Negative
2879,2879,Battery draining like hell,1,Negative
2880,2880,  Please don't buy this product,1,Negative
2881,2881, Because battery is more important than anything,5,Positive
2882,2882, Iam submitting this review after one month of use,1,Negative
2883,2883, And battery heating issues during charging,2,Negative
2884,2884, And for video call after 30 mins back camera gets heated,2,Negative
2885,2885, Rest all is ok with it,3,Positive
2886,2886, But battery is main disadvantage in this,3,Positive
2887,2887, Complete failure of battery,1,Negative
2888,2888,More than expectationValue for money,1,Negative
2889,2889,Sounds is not good as I expected,2,Negative
2890,2890, Sound is disorder flipkart and his team or service agent are totally bakvass doesn't know how to handle the customer,1,Negative
2891,2891, once products is sealing done then after they're doesn't flipkart know you,1,Negative
2892,2892, This thing I haven't exactly expected from flipkartService are horrible😱in flipkart,5,Positive
2893,2893,The camera is very poor,1,Negative
2894,2894, And camera quality is also bad,1,Negative
2895,2895, Dont buy this phone if you are looking for good camera phone,1,Negative
2896,2896,Don't buy this phone because touch issues are very irritating ,1,Negative
2897,2897,Worst phone ever,1,Negative
2898,2898,I just bought this mobile for Pubg and I love the performance of this mobile,5,Positive
2899,2899, No lag even if there are so many squads near,3,Positive
2900,2900, Charging also seems to be pretty fast,4,Positive
2901,2901, As of now I don't see any disadvantages in this mobile,4,Positive
2902,2902, Will update if any issues after a monthly use,3,Positive
2903,2903,Excellent phone,5,Positive
2904,2904, But the fast charger i got with this phone was not working,2,Negative
2905,2905, I didn't use it atleast for 1 time,1,Negative
2906,2906, Worst experience,1,Negative
2907,2907,It's awesome,5,Positive
2908,2908, This Phone born for games,5,Positive
2909,2909,Example,3,Positive
2910,2910, Free fire and Pubg,5,Positive
2911,2911,Best phone for gaming under 20k(1) SD 860 really works excellent,5,Positive
2912,2912, (2) 33 watt fast charging work as I expected,5,Positive
2913,2913, (3) UFS 3,3,Positive
2914,2914,1 decent(4) Camera & Display are average but refresh rate and touch sampling rate works properly,4,Positive
2915,2915, (5) It has some vibration issue from back pannel when I played music in loud speakers,4,Positive
2916,2916,(6) It's bulky but compromised,3,Positive
2917,2917, (7) It has some heating issue but liquid cooling manage it,3,Positive
2918,2918,Battery is not up to the markCamera is ok Budget phone,3,Positive
2919,2919,Screen touch is very bad,1,Negative
2920,2920,If u r using poco f1 then stick with that bz after shifting from f1 i dont feel I done a good job bz besides display and battery everything is much better in poco f 1 ,3,Positive
2921,2921, if u are first time buyer Or upgrading from another then go for it bz it's beast under 20k,2,Negative
2922,2922,for gaming its good device under 20k,4,Positive
2923,2923,Camera features are not so really☹️☹️☹️ This is not fair ,2,Negative
2924,2924, But otherwise it's good,3,Positive
2925,2925,Day2 only one problem back side vibration no lag no frame rate even u play games for 3or4or5 hours no lag value for money,1,Negative
2926,2926,Best mobile phone in low price great processor and smooth screen,5,Positive
2927,2927,Product is best in class ,5,Positive
2928,2928, delivery was very worst,1,Negative
2929,2929,Very heat,3,Positive
2930,2930,Absolutely value for money,5,Positive
2931,2931,Snapdragon 860 working really outstanding,5,Positive
2932,2932, specially in below 20K price range,5,Positive
2933,2933,No any heating issue at all,1,Negative
2934,2934,And many says camera is bad and etc,1,Negative
2935,2935, Please note that camera pictures quality is very good honestly,4,Positive
2936,2936,Also battery charge faster and excellent battery life,5,Positive
2937,2937,Supar,5,Positive
2938,2938,Great phone value for money  ,5,Positive
2939,2939, for other people it should be in offer so they get in affordable price,3,Positive
2940,2940,Best gaming phone but sometimes something issues like,4,Positive
2941,2941,bagge,3,Positive
2942,2942,Nice picture quality,4,Positive
2943,2943,Best for gaming,5,Positive
2944,2944,I just love this phone,5,Positive
2945,2945,Front camera,4,Positive
2946,2946,Worst phone I have never seen,1,Negative
2947,2947,Nice products 😊,5,Positive
2948,2948,Don't buy,1,Negative
2949,2949, very bad Profomance,1,Negative
2950,2950,Dont buy this phone,1,Negative
2951,2951, It gets mother board probelm ,3,Positive
2952,2952, I took 8 months ago now the phone is dead and the didnt give warranty if it get scratches,1,Negative
2953,2953,Wasted money,1,Negative
2954,2954, dead issue,1,Negative
2955,2955,I am not happy Flipkart u can't help me you create my problem to much My guarantee has been terminated by getting Flipkart Poco😭😭 to much sad my 19000 money is wasted,1,Negative
2956,2956,After using POCO F1 for 2 years I bought poco x3 pro last year ,5,Positive
2957,2957, this phone totally disappointed me,1,Negative
2958,2958, Don't ever think to buy it even you are a gamer or what,1,Negative
2959,2959, Never think to buy it,5,Positive
2960,2960,Bad mobile,1,Negative
2961,2961,After using for few months the mobile doesn't turn on,1,Negative
2962,2962,The screen goes blank and doesn't turn on,1,Negative
2963,2963,I bought this phone before 11 months ,1,Negative
2964,2964, it was soooooo good till yesterday 🥲 and suddenly my phone is dead it is not turning on 🥲i wanna,1,Negative
2965,2965,So many bugs in mobile,1,Negative
2966,2966,My poco x3 pro dead ,5,Positive
2967,2967, no heavy use ,2,Negative
2968,2968, motherboard quality is not good,1,Negative
2969,2969,Never buy poco Mobile,1,Negative
2970,2970,everyone phone became dead,1,Negative
2971,2971,Don't buy poco brand phones it will dead after warranty expired,1,Negative
2972,2972,Only 7 months used  after deth,1,Negative
2973,2973,l😞😖,5,Positive
2974,2974,Very laggy no updates heating issues,2,Negative
2975,2975,After 1 year of usage the motherboard died,1,Negative
2976,2976,My x3 pro got mother board dead in just 4month,1,Negative
2977,2977,worst product its like a 3080 with a windows 95 cpu motherboard,1,Negative
2978,2978,total guerilla spec max to max 7-8 months handset life,1,Negative
2979,2979,after that adios,5,Positive
2980,2980,Very bad phone for recommending anyone for buying,1,Negative
2981,2981,phone's mother board got spoiled and when you go to service center you have no choice but to switch to redmi note 10 pro,2,Negative
2982,2982,I would recommend everyone to not even think to buy a phone of poco brand,5,Positive
2983,2983,It was a very bad experience,1,Negative
2984,2984,Most pathetic phone I purchased,1,Negative
2985,2985,This phone is dead today,1,Negative
2986,2986,Good phone,4,Positive
2987,2987,I think under 20000 the best phone,5,Positive
2988,2988,Good value for money ,4,Positive
2989,2989, some times hanging issue and also heating,3,Positive
2990,2990,The phone is fast ,4,Positive
2991,2991, the launcher stutters,2,Negative
2992,2992, You can feel the stutters here and there,5,Positive
2993,2993, I don't know why this is happening even with the SD 860,3,Positive
2994,2994, It had a 120 hz refresh rate screen ,3,Positive
2995,2995, you can feel the drops at times due to the stutters,3,Positive
2996,2996,Very good phone ,5,Positive
2997,2997, mind blowing,1,Negative
2998,2998,BATTERY DRAINS VERY FAST SO AVOID TO BUY,1,Negative
2999,2999,This phone heats up ,5,Positive
3000,3000, the performance is very good and the battery of this phone could have been batter ,4,Positive
3001,3001, very cool phone for gamerse,5,Positive
3002,3002,Battery drain quickly,2,Negative
3003,3003, Not worth above 5000mah battery,2,Negative
3004,3004, At the time of taking video hanging issue continuesly,3,Positive
3005,3005,Worst phone dont go for it,1,Negative
3006,3006, Call is being disconnected time and again,1,Negative
3007,3007, Others phone is showing switched off while that is on,2,Negative
3008,3008, Front camera not good,1,Negative
3009,3009,Tab switch not working,1,Negative
3010,3010, Don't buy this phone,1,Negative
3011,3011, Flipkart support so far is worst,1,Negative
3012,3012,Super product it is really gameing mobileYou don't very this is nise productAnd loo light look super,5,Positive
3013,3013,Camera problem after miui 13 update don't update your poco x3 pro phone my mobile is also motherboard crashed,1,Negative
3014,3014,Pocox3pro dead,1,Negative
3015,3015,Poco x3 pro bad mobile dead issue,1,Negative
3016,3016,My poco x3 pro was completely dead in 9 months,1,Negative
3017,3017, so don't buy this product or don't buy POCO & Mi brand also,1,Negative
3018,3018,My poco is dead that's why i review 1* otherwise mobile is ok,3,Positive
3019,3019,Very bad product and it was not working properly,1,Negative
3020,3020,Don't buy this,1,Negative
3021,3021, it's having board complaints,3,Positive
3022,3022, Please don't buy this,1,Negative
3023,3023,Don't buy this phone,1,Negative
3024,3024,my phone's mother board was gone in 8 month's only,1,Negative
3025,3025,Please don't waste money on this phone,1,Negative
3026,3026,Fuddu phone,5,Positive
3027,3027,Don’t waste your money very bad phone and very bad after sales service don’t waste your hard earned money i buy this phone 4month ago and one day it suddenly dead,1,Negative
3028,3028,Phone weighs more in hand,5,Positive
3029,3029, Can't put in hand for continuously,2,Negative
3030,3030, Battery is good,4,Positive
3031,3031, Heating issues seen in heavy load conditions,3,Positive
3032,3032, Stereo speakers making heavy vibrations at the back body in high volume case,4,Positive
3033,3033, Overall ok to use,3,Positive
3034,3034,Phone is heavy and the camera average ,3,Positive
3035,3035, display average,3,Positive
3036,3036,Bettery performance not good,2,Negative
3037,3037,Touch it not working 😤😤😤,1,Negative
3038,3038,Cons- Phone is not handy at all,1,Negative
3039,3039, Camera is Worst,1,Negative
3040,3040, Pros,5,Positive
3041,3041,#NAME?,4,Positive
3042,3042,Bad phone,1,Negative
3043,3043,Camera is a not good,1,Negative
3044,3044,not happy with battery performance,2,Negative
3045,3045, Screen resolution is really good,4,Positive
3046,3046, Speaker is loud n clear,5,Positive
3047,3047,Guy's literally I am saying if you are still looking the best smartphone under 20k  (on offer you can easily get this on 17k ) go for this blindly dude & i am sure you will never regret it,1,Negative
3048,3048, it's damn amazing in every aspect  ,5,Positive
3049,3049,Nc,3,Positive
3050,3050,Just awesome phone,5,Positive
3051,3051,Awesome I like,5,Positive
3052,3052,GAMING - 10 BATTERY-08CHARGING-09CAMERAS-06Paisa wasool phone Best gaming experience,5,Positive
3053,3053,Good phone in this range 16999 I buy it ,5,Positive
3054,3054, one prblm doesn't support 5G,1,Negative
3055,3055,Best gaming Beast under 20k,5,Positive
3056,3056,The product is good,4,Positive
3057,3057, worth for money,5,Positive
3058,3058, Overall everything was good ,4,Positive
3059,3059, delivery was delayed for 1day which I was little disappointed,3,Positive
3060,3060,Not bad,3,Positive
3061,3061, but back vibration too much,3,Positive
3062,3062, ❤️ It 😂😂😂,5,Positive
3063,3063,Night mode is awesome,5,Positive
3064,3064,If you want a midrange killer with high performance then you don't need to look for another device,4,Positive
3065,3065, This is best and Display is super,5,Positive
3066,3066, And I'm the developers of Poco launcher also,5,Positive
3067,3067,Great performance,5,Positive
3068,3068,Wast phone fore ever,5,Positive
3069,3069,One of the worst phone didn't even use for 6months it got damaged,1,Negative
3070,3070,Guys believe me dont go fot this stupid phone because i bought it after 11 months its dead now and im im depression because im helpless i cant do anything pls dont buy this please,1,Negative
3071,3071,MOST WORST PRODUCT FROM POCO SERIES,1,Negative
3072,3072, AFTER USING 6 MONTHS MY MOBILE BECOME DEAD,1,Negative
3073,3073, IF THEY CAN'T CONTROL THEIR UPDATE THEN DON'T PUSH IT ON POCO X3 PRO SERIES,1,Negative
3074,3074, IN INDIA MANY MIDDLE CLASS FAMILY BOUGHT POCO X3 PRO AS THEIR DREAM BEAST PHONE,5,Positive
3075,3075, BUT NOW IT BECOME A TRASH,1,Negative
3076,3076,Worst phone in history,1,Negative
3077,3077,Motherboard got damaged Phone is bricked,1,Negative
3078,3078,Phone performance is very good,5,Positive
3079,3079,But camera and battery backup is slightly good,3,Positive
3080,3080,Not happy 😞😞,1,Negative
3081,3081,Not good working after 5 or 6 months,1,Negative
3082,3082,Camera started lagging since the first week,2,Negative
3083,3083, Phone too lags sometimes,2,Negative
3084,3084,When I Recording Free Fire Gameplay With Screen Recorder It Sounds Very Bad like double Sound Coming Please Fix It ,1,Negative
3085,3085,At 1st the phone's performance was good but after 2 software updates the phone is trash,1,Negative
3086,3086, don't buy this phone i regret buying this phone not good for gaming also not value for money,1,Negative
3087,3087,dont buy this phone,1,Negative
3088,3088,My phone is dead waste,1,Negative
3089,3089,Net work problem,3,Positive
3090,3090,Don't buy this mobile because heavy lag and always stock,1,Negative
3091,3091,Not bad,3,Positive
3092,3092,I am very satisfied with this mobile I downloaded bgmi and played it ,5,Positive
3093,3093, after 6 months also there is no lag ir framedrop while playing ,1,Negative
3094,3094, If you are a heavy gamer this device will be the best choice below 20000,5,Positive
3095,3095, But you dont hope about the camera,3,Positive
3096,3096,Battery is also ok,3,Positive
3097,3097,All future is outstanding 👍😊💞,5,Positive
3098,3098,Gaming phone !! Specially for pubg ,5,Positive
3099,3099,Plz dont buy this phone due to hardbrick and motherboard issue,1,Negative
3100,3100,Auto dead my phone,1,Negative
3101,3101,Blank display problem 🥲,1,Negative
3102,3102,Nice,4,Positive
3103,3103,Plz don't buy this product,1,Negative
3104,3104, I had used 1 year once update the software my mobile won't work properly I am facing so many issues Like camera video not capture clearly,1,Negative
3105,3105, once switch off and on the will work,5,Positive
3106,3106,Rear camera awesome🔥🔥😘,4,Positive
3107,3107,Having lot of issue with working of the mobile won't auto rotate even if it is on call sensor won't work,2,Negative
3108,3108,Worst performance,1,Negative
3109,3109,Worst mobile don't buy,1,Negative
3110,3110,Worst product,1,Negative
3111,3111,Camera good performance good sound goods,4,Positive
3112,3112, It's all good,5,Positive
3113,3113, ❤👍,5,Positive
3114,3114,Best in price,5,Positive
3115,3115,Best value for money gaming phone,5,Positive
3116,3116,Please don't buy this smartphone motherboard dead after update,1,Negative
3117,3117,Awesome phone,5,Positive
3118,3118, Just ❤👌💯,5,Positive
3119,3119,Best performance under 20k Best cameraBest displayOverall best phone under 20k,5,Positive
3120,3120,Am very very much disappointed with flipkart and this product also,1,Negative
3121,3121, I have many issue with this product,2,Negative
3122,3122,1,5,Positive
3123,3123, I have two mobile no in this phone,1,Negative
3124,3124, If I login personal account on flipkart and hotstar and truecaller like this apps it shows another mobile no,1,Negative
3125,3125, I don't have that mobiles in my life,1,Negative
3126,3126, It shows 3 mobile no's,1,Negative
3127,3127, I thought am not the first user of this product,2,Negative
3128,3128, I raised a return request,1,Negative
3129,3129, the tech guy also came and checked this product he also don't know about this issue a,1,Negative
3130,3130,Best Mobile under 20k♥️,5,Positive
3131,3131,It's not a phone,1,Negative
3132,3132, it's a BRICK,3,Positive
3133,3133, If accidentally fell down in your legs,2,Negative
3134,3134, fracture confirm!! Girls don't even think of lifting this phone,1,Negative
3135,3135,In addition poor signal reception,2,Negative
3136,3136,Bought for 17k (6gb 128gb) Great battery  and display Camera disappointedExtream erformance(SD 860) Great graphics for pubg Don't go for bronze colour,2,Negative
3137,3137,Nice phone,5,Positive
3138,3138,Best photo,5,Positive
3139,3139, camera is very good,5,Positive
3140,3140,Its totally jod for gamer's,5,Positive
3141,3141,Nice,4,Positive
3142,3142,I have Bought POCO X3 Pro for My Brother,5,Positive
3143,3143,After Superfast delivery by Flipkart ,5,Positive
3144,3144,my Brother was so happy that He will do gaming with this phone but the phone has start doing plenty of drama from day 3,4,Positive
3145,3145,He thought that may be there will be something om screen ie water or sweat so touch is not working properly ,2,Negative
3146,3146, After using 1 month phone has disappointed a lot,2,Negative
3147,3147,While playing the game there was huge frame drop and very bad experiences,1,Negative
3148,3148,Touch was not working properly every time ,1,Negative
3149,3149,Touch was working o,4,Positive
3150,3150,Best for pubg in high graphic,5,Positive
3151,3151,Best gaming phone poco x3pro 🥰📱🔥(♥ω♥*)💛💛💛💛💛💛💛☎👧💓💓💓👦☎📱👗👉❗👈👕📱☎👖Call  me 👖☎💛💛💛💛💛💛💛🎩😁👕👍Great!👖,5,Positive
3152,3152,Poor design,1,Negative
3153,3153, Unlock touch is not on front screen!! Purchased it bcoz of it's performance but in one month it starts hanging!!,1,Negative
3154,3154,Good BatteryGood photosBest processor performanceBest gaming performanceBest cameraAverage body design,4,Positive
3155,3155,Battery backup bad,1,Negative
3156,3156,Best Gaming Phoneand No Emi Cost on Bajaj Card,5,Positive
3157,3157,This is a good phone in this price range,4,Positive
3158,3158, The performance is very good,4,Positive
3159,3159, The camera quality is bad,2,Negative
3160,3160,Flikkart thank you so much,5,Positive
3161,3161,I fill to good by useing,4,Positive
3162,3162,Best budget phone  with overloaded features  go for it,5,Positive
3163,3163,In bgmi touch issue have problem,3,Positive
3164,3164,Super phone,5,Positive
3165,3165,Amazing mobile,5,Positive
3166,3166,phone has ghost touch issues,1,Negative
3167,3167, it becomes very irritating sonetimes,2,Negative
3168,3168, never going to buy poco again in future,1,Negative
3169,3169,Best for pubg under 20000,5,Positive
3170,3170,Very nice,5,Positive
3171,3171,Good phone but os experience is not that good,3,Positive
3172,3172, that's not miui from redmi series ,3,Positive
3173,3173, animations needs optimisation,3,Positive
3174,3174, not all features from miui rom,3,Positive
3175,3175,Just go for it ,5,Positive
3176,3176, This machine does it's job ,4,Positive
3177,3177, 1)Camera 🔥2) Performance 😍3)Battery (10hrs on Hotspot ,5,Positive
3178,3178,video editing ,4,Positive
3179,3179, high end games ) 30 % remains for the day,4,Positive
3180,3180,4)No heating issues 5) Machine is awesome,5,Positive
3181,3181,The phone is very nice and it has value for money,5,Positive
3182,3182, The camera is also great and the battery backup is also very good,5,Positive
3183,3183,i loved to play games on this phone,5,Positive
3184,3184, ,4,Positive
3185,3185, camera is one one of the cons of this phone,5,Positive
3186,3186,There is a screen touch problem some time it didn't work,2,Negative
3187,3187, Camera is very bad quality,1,Negative
3188,3188, Don't buy this phone,1,Negative
3189,3189,My charger not working plz ripless my,1,Negative
3190,3190,Average Phone Average  Flipkart Service,3,Positive
3191,3191,No HDFC credit Card EMI Allows,1,Negative
3192,3192,Good,4,Positive
3193,3193,I like this phone ,5,Positive
3194,3194, the weight is little heavy,3,Positive
3195,3195,Go for it,5,Positive
3196,3196, U will not regret,5,Positive
3197,3197,Soo irritating bugs like  My calling sensor  is not working  automatic touch Nd many more I request poco to solve these problemes,1,Negative
3198,3198,Great in this price range,5,Positive
3199,3199, though could have given amoled display,3,Positive
3200,3200,One of the best phone the performance was so goodValue for money 😀🥰💯,5,Positive
3201,3201,Very good phone ,5,Positive
3202,3202, camera bed,4,Positive
3203,3203,Sensor is very bad,1,Negative
3204,3204, While in a call ph is not getting locked,1,Negative
3205,3205, After pressing the power ,4,Positive
3206,3206,ton also ph didn't lock,1,Negative
3207,3207, Auto brightness feature is very bad,2,Negative
3208,3208, Heating issue is there,3,Positive
3209,3209, Lag issue is there in BGMI,3,Positive
3210,3210, But overall performance is good,3,Positive
3211,3211,Good processor and battery life,4,Positive
3212,3212,Poor camera,1,Negative
3213,3213,Worst touch screen experience,1,Negative
3214,3214, Lots of ghost touches,3,Positive
3215,3215,Heavy for single handed use,3,Positive
3216,3216,worth  buying this,5,Positive
3217,3217,So bad phone guys dont buy waste of money ghost touch issue evry single poco phones,1,Negative
3218,3218,Automatically screen touched multiple time i have faced lot of problem when I have playing game and using my social media ,1,Negative
3219,3219, To be honest I am not happy with it,2,Negative
3220,3220,Excellent phone under 19 k and also performence ,5,Positive
3221,3221, battery backup is very low 😒and some times heating all over the phone is beast under price range ☺,2,Negative
3222,3222,Best phone in the budget,5,Positive
3223,3223, Unlike many reviews I have seen,3,Positive
3224,3224, I never faced severe heating issues,3,Positive
3225,3225, And I play a lot of pubg and brawlstars,5,Positive
3226,3226, Only faced mild heating issue in the beginning days ,3,Positive
3227,3227, never in the later stages,2,Negative
3228,3228, And the speakers are very good,5,Positive
3229,3229,Awesome Mobile I Love ItThanks Flipkart 👍,5,Positive
3230,3230,Got dead after update,1,Negative
3231,3231,Screen touch get problem after using and camera is very low quality,1,Negative
3232,3232, I dnt expected such a thing from flipkart i requipment all the user to purchase a mobile from the store,1,Negative
3233,3233, Waste of money,1,Negative
3234,3234,After 5months phone lagging like hell,1,Negative
3235,3235,I don't know why,3,Positive
3236,3236,Some specific with my unit I guess,3,Positive
3237,3237,poco need to work on quality,3,Positive
3238,3238,It's a bad item,1,Negative
3239,3239,Overheating battery issue and camera issue,2,Negative
