Review Title,Review Text
Super!,"Its my first iphone. Always wanted to own an iphone and boy its such a great first one. Its really refreshing to use a small screen after such a longe time and it'll surely take some time to get used to it (again). I seriously don't like to use  my old oneplus 6 now but ios has some limitations or rather it would take time to get used to it. Thanks flipkart for delivering it the next day, something that i didn't expect from flipkart."
Super!,Stands to its reputation …. Apple as always … - smooth af- secure af - sturdy af- stunning afApple af ;)
Best in the market!,Received handset 100% good condition & fast delivery with in 3 days & genuine priceIm happy with Flipkart.Phone performance is very good very fast Super stereo dolby sound crystal clear sound Camera is very good photography & video quality is awesome overall this iPhone se 2020 powerful smartphone in small & cute size.  CHHOTA PACKET BADA DHAMAKA….I love this iPhone model. Great camera for pics and videos Battery life is good so far with some setting turn of which i never use and when i...
Perfect product!,It's a good buy. If you want to experience the apple brand. I would suggest you to buy the product. Apple phones are actually good for around 3-4 years post that because of software updates they become quite slow. So a good phone if you usually change your phone post 3 years of usage.
Must buy!,"Keep it simple.To be used as a phone only : Social media apps, video calling , navigation., Quick HD photography , all your day to day utility apps etc...Special call out on the camera which is brilliant and allows you to take amazing pictures and editing features.Not suitable for using it as a gaming , movie watching , high screen time consumption activity device - the screen and battery are just not made for it."
Best in the market!,An iPhone with duel sim capability and a decent battery life. What else do I want?? Extremely handy. Switched from android and loving the decision. a phone that’s better than one plus in all aspects (including price as well). A beautiful piece of equipment.
Awesome,Compact yet powerful. It’s small size is what made me buy it. Small phones with decent performance and good build quality are a rare sight these days. Go for it if you don’t like to carry phones as big as chopping boards in your pockets.
Worth every penny,"1. Camera is too good.2. Performance it's also good just like a beast in a small pack.3. I don't know why people said about its battery is not good, I think it's good for this phone size ,screen that's why it's a beast in a speed test."
Good quality product,"This is a great phone with old school features as required by me. Been using for a week n performance great, no lag n only small screen as compared to samsung s10. but that what i wanted a small phone. 1 very important thing battery is very good pls dont  read too much as a normal user doing office mails n taking calls battery lasts for 10 hours. for gaming n watching movies perspective its not a great phone but dats not what i wanted so fits d bill for me. guys planing to buy this - its a..."
Decent product,Cons: 1. Finger print response time is very slow compared with older version iPhones.. 2. Apps are hanging and restarting ..  3. left side loud speaker is very low compared to right side speaker.4. Reachable facility is not working properly as home button response is very bad  I never felt this kind of issues in older iPhones .. Pros:   1. Good display 2. Good camera 3. Good network coverage
Pretty good,"Great phone. Tough to find such compact phones in the android world. If only Apple had given a charger and earphones, it'd have been awesome. Battery life is fine but not that great. Rest everything is 10 on 10"
Just wow!,"The best cell phone for those who likes smaller screen size and same performance like XR. Camera clarity is awesome. I am a fan of iPhone, used 4S, 6 and 6S. SE looks like 6/6S but performance is far better."
Terrific,"This phone is all that you want it for. All the high end phones from other brands may give you good experience but so does iPhone SE and some more. It is splendid in rendering anything you want it to do. Whether playing games, taking photographs, enjoy watching videos online or in an app, everything is smooth and a pleasure to do. The haptic engine enhances any game you play (as it’s described in other brand phones description and reviews). No complaints, except that the battery is just decen..."
Brilliant,I am writing this review after 9 days of use. I didn't play games but my son install pubg mobile and it works fine. I use it for various bank transactions and official use only for the reason for security purposes. And the battery works upto 36 hrs. I am happy to have a nice mobile like this though it is little bit pricey.
Simply awesome,"One of best phone, I upgrade from Iphone 7.. as said battery mAh is 1821 only but it is far better than 3000 mAh of other android phone.. and so fast, I love it.."
Terrific,"Like many others this was my first iPhone. Being an android user I was very apprehensive at first but decided to give it a shot. At first the only thing that looked out of league was the screen size, but trust me once you get used to it this won’t even matter. As for the performance it has everything for your day to day need. A stunning camera, premium glass back look and smooth performance will be more than enough for you to win over. Read a lot of negative reviews about battery but if you..."
Simply awesome,Fabulous performance with improved battery than previous model which i bought in 2017.....worth buying ....single camera is enough with improved quality ....and better than its rival one plus .......if you want a smaller size phone with great performance than go for it
Fabulous! Excellent yet Powerful !!,"Have been using iPhone right from years now , upgraded this iPhone Se from iPhone 6s plus , It is simply amazing how it feels and is a very smooth and small phone which i loved .It has small design which makes it very easy to use and it simply doesn't feel big , people who don't like big phones can simply go with it ."
Super!,Happy to using iPhone. It’s easy to handle with one hand and can keep it any packet easily. I liked it because of small size. Only defeat with this mobile battery backup it will dry quickly. But it can charge fast can be manageable for it employee because we can’t go anywhere longtime.
Classy product,"Great phone.. I always wanted a phone that can fit my pocket (in terms of size) and this slim, smart and handy phone is best from apple at reasonable price Good product"
Fabulous!,"Amazing masterpiece this. Didn’t want to buy either of the bigger iPhones 11,12,13(out of the question) did some research and then got this.. and I’m loving it so far Classy Red colour and feels amazing to use it"
Highly recommended,Everything is fantastic abt this phone except battery backup.. it hardly stays for half a day if u keep using it frequently… and fast charging is not so effective as some other models
Great product,Good design feels good in hand performance is great only battery is small but it managing well somehow I need to charge it in the end of the day according to my usage. And hope Apple would upgrade night mode camera in this device in upcoming update. I Don't have any issue with screen size although it depends on the personal preferences. I prefer compact phones
Good quality product,"This phone is good but not as good as iPhone 5s when we compare with that phone of its time, yet this is much upgraded with that now as up now but 5s is master piece"
Brilliant,The best phone ever.. I like small size mobiles & this satisfied me Best Phone 5*****Charging also full day with normal usage I don’t play games I use wallets & calls mostlyIt was the best iPhone 128gb ..
Worth every penny,Camera quality is better and have 4k recording feature. performance is faster . Better battery life in normal usage . Unable to add photos beacause im using it right now
Excellent,"Awesome product from apple at a great price. Superb performance and way better than any phone in this price range. Do buy it in discounts, Kudos to Flipkart for amazing discount and early delivery"
Fabulous!,"Very Good product I love my iPhone, it is very good I good deal and exchange my old phone."
Must buy!,"In today's bigger screen and higher refresh rate age of Android phones, it is going to be treated as small screen, lower battery etc. But as a new entrant in apple eco system, it seems to be a good buy. Bit tough to use after 8 years of feature phone use and another 8 years of Android use. But love this challange. 🥰❤️💖👌"
Classy product,This phone is real value for money and I just got it for 29990If you give your old phone you can get it at much lesser price Just ensure you put a tough screen guard for top and a tough mobile cover which is slightly raised from the sides
Simply awesome,Everything is awesome in terms of the product and delivery time . The product was delivered within less then 24 hrs .the iPhone SE 2020 which I ordered came as per the expected delivery date and time . Now regarding the product its completely brand new with proper original packing and the feel of the mobile is awesome . If I talk about the performance overll its too good in other words fantastic .A very happy customer I am . Thank you Flipkart for this amazing product . Just wow .
Excellent,"Smart phone ante smart phone, masth smart ga undhi. Colour aithe kiraak undhi. Ma ammaku gift ichina, colour bagundhani masth Kushi aindhi. Size chinnaga undhi anaru gani atlem ledhu. Speed kuda masthundhi. Photolu kuda masth osthunay. Pettina paisalaku manchi phone ye vachindhi. Apple ante 🍎 lekka ne undhi . Namasthe apple 🙏🏼🙏🏼🙏🏼"
Best in the market!,"In your hand you can feel the build quality, it is small but powerful camera is so damn good only drawback is like other iPhones we are not getting night mode . In my point of view iphone is always iphone they wont compromise the product quality  for the cost cutting . Within the price range you cant find any android phone which is having these much features. Im an android user for past 9 yrs initially  faced some issue but going on i used to it . If you dont have enough money to get larger i..."
Best in the market!,"I got 64 GB, product red.. it is very handy and ios 15 is stunning . considering battery if you are a heavy user this phone is not for you,   But for my usage its good..Camera is good, but it will detect only face in portrait not objects, obviously due to Apple’s new environmental policy they will not include charger in box. Its compact at the same time its slippery too. A13 bionic can handle games seamlessly but battery will drain fast. There is no heating issues so far. I installed all the..."
Just wow!,"Firstly great thanks to flipkart for the offer price and also for the quick delivery and genuine productI have been an iphone user since almost 8 yrs now and wanted a secondary phone and I bought this, absolutely handy device and awesome in every way, battery life is also really great, no complaints 😊"
Worth the money,"Received my device in 48 hours, that too at a remote place. This is my 3rd iPhone ( After iPhone 4S & iPhone 6). Well…. The device is slim & display is top notch. Interface is super quick. Camera is Ok. But I ain’t disappointed since, I use iPhone for official purposes. For photography my Samsung A50 is doing a terrific job. Battery life, I feel, is better than previous iPhone 6. What really disappointed me is 1) No charger came with the box. Luckily I had my previous charger 2) No earphon..."
Simply awesome,"This is a very special device with much comfortable in hand. Cameras are very good compared to previous gen iPhones, just a major drawback is the battery. Usually it gives 4 hours of SOT which is satisfactory. Those who are planning to buy an iPhone which has good in hand feeling and nice cameras with super performance, then go for it"
Classy product,"This is what love looks like...Up to the mark, with performance and battery, and exceeds expectations with camera quality. Superbly built, and given the fact I got this for 21k is surreal...."
Worth every penny,"Absolute compact phone.those who need one handy phone,pls go for itPerformance at the best level Camera also good ,except night photographsVideo quality at the super level Battery up to mark as its 1821 mAh(screen on time:5 hours if not play BGMI or COD) Screen LCD panel still bright and colour Sound quality also the best Networks good(as i use airtel ,no issue at all)100% recommended"
Awesome,"I’m a iphone xs user so, this is my secondary phone so I expected a good battery life since my xs has 88% battery life left but the thing is the battery is draining way to fast so I guess it didn’t solve my problem and the performance is excellent and the camera is not as good as xs but in this price range you get what you pay for and yaa i think it’s a great phone if you don’t use your phone as much as a gamer do... I would suggest you to go for the iphone 12 mini as it not much of a price ..."
Perfect product!,It is a good phone at this price range and In my point of view as a apple lover if you have less budget you can purchase it i really loved it 🙂❤️
Worth upgrading from iPhone 7 to iPhone SE 2020 ,"Just upgraded from iPhone 7 to iPhone SE 2020, Great features great camera great performance"
Classy product,I needed a phone which would perform 1 like a beast when I use it 2 had a good camera which would last and 3 fits in one hand  but I ‘m a very limited user so this phone is perfect for me I use my iPad and for content consumption and work so choose according to your needs
Excellent,Clicks photographs like an entry level dslr. Best for daily usage if you are not a heavy gamer. Best in segment and class
Good choice,"Compact, powerful and elegant. Decent camera and display for this price range with A13 chip.Battery life is also okay for an average user. A satisfied purchase from Flipkart."
Worth every penny,"Great value for money phone. Coming from the big phones this was sleek, smooth elegant great comfortable to hold. This is not for the heavy usage people because of the small form battery. But a very decent battery for normal use like calls and whatsapp. White color looks more premium and no ear piece and phone heating issue on long calls. Nice phone and Flipkart service is also goods."
Decent Product,"I'm writing this review after the usage of 6 months. Its a classic product. Performance is above our expectations and camera quality is awesome. The most impressive feature about apple products is its stabiliy for longer periods. Even after receiving numerous updates for the last few months, its stability ha not gone down unlike android phones. The only disappointed fact with regard to SE2 is battery. Really disappointing. Else its a great phone with powerful chipset. I recommend this phone..."
Value-for-money,"Its a great phone in value for money. Works fine with A13 chip..  all good.got it from 33k .Point to be considered. It dont have face recognition , finger print works fine .Also with no headset no or usb charging cable coming. One lighting cable and the phone will deliver only. You have to change this from laptop or buy usb type charger cable and adapter later"
Brilliant,"This is my first iphone and its great !!! This phone is fast and smooth, Camera is par with iphone 11 except the wideangle ofc. I am writing this review after 4 months and till now no major problem or anything just a con is the battery. If you a couch potato and wants a phone for netflix and video streaming then this wont be the perfect choice for you. The battery life is pretty good is your usage is less. Pubg and other games run like butter no lags no shutters just you wont be able to play ..."
Delightful,"Amazing phone with very good performance. Currently the best compact phone available in the market. Worst part about the phone is its battery. No matter if you are a heavy user or no, this phone needs to be charged atleast twice in a day. Even if you dont use the phone for a full day it needs to be charged twice. The 5W charger that they provide in the box is slower than a turtle. It takes flat 2 hrs to fully charge."
Terrific,1. Camera is good in good light condition in indoor camera is decent 2. Performence is superb 3 . Look premium
Perfect product!,"While we go deep in review we need to understand a fact that this phone is not for heavy users and for photo enthusiasts.night pictures are not up to mark, but that even apple isn’t claiming for this particular phone.This phone is very light in weight and delivers very well for what it meant to be.Things which I like about this phone:1. Light in weight2. Having A13 chip set, which delivers all task smoothly 3. Cost effective phone to enter in apple eco systemIn the end while purcha..."
Best in the market!,"Great performance,great camera and fabulous product at reasonable price. Thanks apple and Flipkart for fast and secure delivery"
Really Nice,"If someone ask me for to make choices between iPhone and android phones I always choose iPhone onlyAbout IPHONE SE superb and fantastic who are looking for handy phone with 4.7 inch screen, with all the latest features and choices."
Must buy!,Light in hand it’s an Apple product which easily outperforms any and all of its contenders. Packed with all the features it introduces the concept of esim in dual sim with one physical and other esim activated through network provider. It takes just 2 hrs for activation and SMS after 24 hrs. Bandwidth performs slightly better compared to physical one. Image quality is always best and gaming rendering is perfect without lag. Storage and app availability is also good. Not to mention the Audio q...
Perfect product!,One of the best mobile with fantastic camera really loved it but coming to display size and battery backup just little bit disappointed rather then this iPhone se simply good 😍
Terrific,Best iPhone at this price range. If u want handy iphone with best processor. Then it will suits for u.
Simply awesome,Wow worth for money for this price I still use this last 4 months superb performance Great quality I dropped many time no damage in body and display thank u iphone and Flipkart
Highly recommended,"If you are not into playing games on mobile, then this is the best phone. Quality is amazing. Each and every component is premium whether we talk about camera or even microphone. Most people don’t realise the amount of tiny compromises made by Android phones to reduce cost. iPhone is expensive because it doesn’t compromise on quality even for things that people barely notice. And the best part is that you will continue to receive free OS updates for at least 5 years."
Awesome,"A powerful beast . iOS is smooth as always. Camera is wow , you can use this as portable camera for your road trips , size is just perfect . Everything is fine from my side , I will update regarding the battery backup after using few months ."
Perfect product!,"Absolutely fantastic product for the price. It's handy, good for people who prefer small phones. I love the performance."
Simply awesome,"I'm no one to review this product, since as everyone knows it's APPLE and they maintain the quality as usual. The feedback I can give on this is regarding Flipkart, the package was good, delivery was fast & safely handed over the product.Adding some personal feel-good points;-1. Pure piece of tech art2. Red color is something really needs to look, touch n feel3. freaking handy [better to use a case to maintain that look for long]4. Not recommended for hardcore phone addicts when consid..."
Delightful,"Don't wait too much to think , just go for it if you have this in mind. Yes it's a compact device and if you have been using phones with big display then it may feel tiny at first but you would get used to it. A13 bionic is a charm and this brings out camera performance out if the older hardware that this phone has. It's a hybrid beast of a device and can suffice any day to day task. Yes if your intention is heavy gaming then the battery won't last long as it's tiny body holds a small capaci..."
Delightful,"Display, Performance, Handling is awesome.Onle two issues you have to mahe with:-Continuous use of phone will drain out battery very fast.Camera performance in good light condition is awesome, it's unbeatable. But in low light you will not get such performance. Otherwise it's an awesome product.Battery standby performance is awesome. As I go to office, after charging it 100% at 08:30 am, battery after 12 hours stays at around 50% in normal usage. However coming back home and then using fo..."
Fabulous!,All are well Good and much better than 11 .but battery backup is too bad. I give this rating after 3 months..
Pretty good,"Its small,sleek and handy. Powered by A13 bionic. So this one is a performance beast in a small body. When it comes to design,its same as iphone 8 but the internals are quite different. It has only one wide angle camera but that one is great. The display is an ips retina display which is not bad. The main drawback is the battery. This phone has 1821mah battery which is too small. If you are a hardcore user then it wont last for a day. And this phone is Ip67 rated and supports wireless and fas..."
Brilliant,"Upgraded from 5s, feeling great while using it the touch is smooth and iOS blends perfectly with the hardware"
Wonderful,Great Product In terms of Camera and Processing the image The A13 Bionic chip does its job Great The battery could be better. Overall great product
Just wow!,nice product...just be cautious to use the phone judiciously ....in general with light gaming i am getting around a full day with 30% battery left...mostly use it as my primary non-gaming  purpose. love the size..fits well unlike a 6 inch phone
Just wow!,I prefer small phones so this was the perfect choice and the rate at which it was available made it possible for me to buy my first iPhone. Thanks to Flipkart for providing such amazing offer.
Just wow!,The phone is very fast and smooth never gave me any issue the battery is on low side but camera to gaming all are on top of the line for casual people you don't need a dslr this phone can take some great photos and videos
Must buy!,i love it just amazing in every field. those who love small and powerful phone they can go for it. superb performance
Wonderful,"its really good especially the red colour. among 2 variants of 64 gb and 128gb , i will recommend for 128 gb unless it is not for elderly people. It is much cheaper as compared to IPhone 11 and 12 though u get almost everything ."
"Mind-blowing purchase, Go for it!","I loved it... This phone gives a sense of luxury, security, and good worth of money. Highly recommend this one. Surprisingly the size of it is perfect, never thought it but it is just perfect. Only one con i.e battery performance is just average will give you 4-5 hrs of SOT but it has a great stand-by time. Go for it!"
Fabulous!,Phone reached me safely. Packaging was nice. Happy with the seller’s integrity. A Mighty handy phone for everyday use. Battery is on the lower side and hardly needs a charge every evening depending on the usage. Otherwise A class.
Wonderful,"Most affordable classy phone in the market , I bought this product red for my mother and this color enhanced the glamour of the person holding it."
Great product,I am writing this review after few days of use so it is just awesome. Camera quality is not satisfactory as the video made by this phone are yellowish in colour as compared to other phone videos.Speed is just awesome as A13 Bionic chip is there.     Battery is 1800 mAh so it doesn’t last long as iPhones are not made for long lasting batteries but they are light in weight and high performance with no problem of hang.I used my Iphone 6s for 4 years 8 months so I expect this one to last ling ...
Fabulous!,"Excellent investment if you want to experience ios at such a low price with flagship features. If you love classic phones, it is just made for you. You can do everything in this phone. Battery is not so good, but if you are not a heavy user, it will work for you. Camera is excellent as compared to other android phones but not as good as other iphones. It will feel glossy in your hands. And rest all the features are just brilliant."
Super!,"I’ve been using this iPhone since last 6 months previous to this I was using iPhone 7. It is the awesome phone without a doubt. But if you want a bigger screen you’re not going to enjoy this, if you want a compact and comfortable screen this is the phone to purchase."
Good choice,"Overall it’s a good mobile for daily usage, those who like compact phone and don’t not play much games and don’t watch much movies can buy this phone as battery and small screen are concern."
Awesome,"If you like to use a premium phone, solid buildup design and processor then don’t give it a second thought. It’s so gooood I love it!!! There is no comparison between android and apple"
Brilliant,This is my first iPhone and I start this journey with best technology A13 bionic chip with a economical budget it's fantastic and I always keen to use Apple technology in future. Worthy
Highly recommended,It’s a very fast usable with one hand it’s camera is also very nice it can shoot videos up 4K 60 FPS if it’s battery would be bigger it would be an ideal phone
Perfect product!,such a really nice phone but is this only undar 30k best its value is only 30k is ok more than not good
Awesome,"Writing the review after 6 months usage--no lags, battery is good for one day usage.-not for gaming-u get good  📷 Next powerful after 7, 8 with latest processor.It’s just better if u want to upgrade from 6s or later, like I did."
Super! and Value for money product from Apple,Amazing product from apple and got at a special price during the Republic day sale on Flipkart Pros:Fast processorSuperb CameraPremium fit and FinishHassle free interfaceBloatware free (its IOS)Cons:None except for short battery life but still people will like it and better than any other phones in this price range
Decent product,"There you have a youngest phone of the apple family in term of price ,but this little champ is very weak in term of battery life otherwise SE is good to go for any fight because it got the right genes As an secondary phone this will work best otherwise carry an powerbank with you"
Worth the money,"Iphone doesn't need any major review as it's already a pioneer in its own field. However qeith Iphone SE, this works well for those who have tight budget and can't afford high end iphones. Works well for single hand usage, quite good screen to body ratio and latest processor (iphone 11). Will not disappoint anyone who would like to go for iphone."
Value-for-money,A good phone I say but not the best As battery life is not at all to the apple standard. Otherwise value for money if available during offer period.
Highly recommended,"Awesome phone, small and handy, I got it for just 21,500 with exchange ....so it was a great deal.....performance is top notch ,display is at its best, ,sound quality is good,camera is at its best with great video recording at 4k 60 fps and portrait mode is also goodOnly problem that I found was that iPhone starts vibrating when speakers are in use .Overall its good ..go for it guys"
Classy product,"It’s been almost a week since I’ve started using the phone and it’s pretty impressive for the specs it gets. I upgraded from the 6 which happens to have the same battery as this one but the phone has been lasting a complete day easily and definitely way more than my 6 did when I bought it. Coming to the highly complained 1821 mAh battery, I charge it in the morning around 9 and it has 20% left before I go to bed. Then again, it’ll vary from user to user.The iOS experience along with the A13..."
Decent product,"I bought it for 26k during sale, so it was a good deal. These are the pros and cons which I listed after using it for 2 months.Pros1. Good Camera.2. Incredible performance. 3. Water and dust resistant.4. Tells your usage time.5. Handy to use.Cons1. Pathetic battery(android phones with price < 6k have outstanding battery)2. Takes too long for charging(1.5 hr from 0 to 100)3. No physical slot for second sim card, it has esim feature. (Not all service providers give this facility)4. ..."
Good,"I always wanted to buy an iPhone, to myself experience the Hype surrounding it. Finally, I bought it during the Big Billion Days Sale on Flipkart & below are my observations after using it for almost 3 months.1) Sound: If you not using any earphones, headphones or any other Bluetooth Devices for getting Sound output, then Sound output of the Mobile in use plays a very important part. While on a call in a noisy Environment & having patchy Network, it becomes very difficult to have a proper c..."
Classy product,My dream phone. When I was in college in year 2015 most of my friends who had “rich parents” had iphones and I always dreamed of owning one. In fact that time I just had the nokia push button old phone which wasn’t even a smart phone.With the blessing of my mother and the support of my brother I was able to fulfill this dream of owning an iPhone.I am not an expert of mobile but I am grateful to flipkart and its seller for providing great discount so that it became affordable for common peo...
Awesome,Apple is Apple.... One can not compare its performance and class with any android phone. Apple phone is only comparable to another apple phone only. Loved this phone. Superb finish of the Product Red. Feels very premium in the hand and its performance is awesome though one can not compare to iPhone’s latest models. This is the perfect phone for small to medium sized screen lovers. And hats off to Flipkart for such deals.
Awesome,If you want a compact and handy phone ..just go for it. I boight it for its size. Battery backup is decent considering the size and performance. Value for money.
Highly recommended,Best budget phone for proffessional user.It is best suitable phone for isers who don’t use phone for gaming.It gives me a full day battery life with continuous 4g On
Classy product,"Pros:1. Top notch performance2. Very good display3. Pretty handy in size4. Beautiful design5. Battery is far better than 1st Generation SE. Just do the following when you get the device, Enable power save mode, disable background refresh. You can happily use the back up more than a day. 6. You can charge the device 60-70% in an hour with 5W charger. Pretty decent.7. When you get the device first thing to do is update the IOS from 13.6v to 14.0v. You will definitely feel the difference ..."
Highly recommended,"This is my first iPhone, switched over from android and I am using this phone for a month now.So here are some things I found, as an overall product is it very good, if you like small phones like me.Now talking about Pros:1. Good build quality.2. Very fast processing, the best I have ever seen.3. Very Good Camera Quality.4. Water Resistance IP67 Certified.5. Support wireless charging and fast charging.6. Stereo speakers with good sound quality.7. Easy to use with one hand and you can..."
Just wow!,I am hard-core android user recently i used redmi note 5pro and it has 4000mah battery and its battery life is goodAnd after using iphone se i am shocked its battery is good and performance is best in class and i used OnePlus also believe me OnePlus and any android never replace a iphone iPhone is iphone in all point Camera is bestPerformance is best in classDisplay is small but its okayBattery is also good
Wonderful,"The phone is brilliant however the battery performance is not great Max 1 day battery life for a normal usage Highly not recommended for gaming Camera is good The interface reminds of old iPhones Value for money Ppl looking for small compact phone, this the best phone however need to compromise with the battery."
Good quality product,"This is my 2nd iPhone after 6years came back with excitement & here it is SE it’s simply clever, for excitement this right treat for me.My 1st IPhone 5s gifted from my sweet heart for cross 1st year after my lover came wife she gifted for my 1st anniversary.I love small screen phone 5s, 5se, 6, now 2020 SE comes with everything into in small phone except battery 😔 Apple can put better battery capacity for SE but ok it’s shoots for everyone except for gamers. It’s fits into your budget & p..."
Delightful,"Flipkart took 2 weeks to deliver the product. Never mind, the phone is really good,compact. The charge drops a bit fast ,for heavy users it should last for a max of 6-7 hours. Rest everything is just top notch. Best budget buy"
Worth every penny,Super
Mind-blowing purchase,Awsm phone
Brilliant,Thanks 😊 flipkart A1 performance 🤩Camera quality is great 😌 like dslr photo
Wonderful,Good performance
Worth every penny,Perfect phone I love it
Brilliant,Superb
Nice,Good product but not great.
Awesome,"A powerful beast . iOS is smooth as always. Camera is wow , you can use this as portable camera for your road trips , size is just perfect . Everything is fine from my side , I will update regarding the battery backup after using few months ."
Highly recommended,Awesome
Classy product,Good phone
Mind-blowing purchase,Iphone se is amezing
Brilliant,Everything is good but sometimes phone heats up fast
Terrific,Android to iOS.love itPerformance loaded phone
Fair,Except the battery life phone is pretty good for the price tag
Delightful,Battery is not long lasting and the phone gets heatup during charging..
Must buy!,Very good
Good quality product,All is good except the battery
Super!,Nice  product in low buget from Apple Store
Worth every penny,I used iPhone X and 11 bt I can’t get Comfort while useing bt se 2020 is most Comfortable and beautiful phone I like it  phone should be like se
Pretty good,The phone could be the best in segment if equipped with a turbo or wireless charger and Bluetooth EarPods. It gives a premium feel with a compact 4.7” design and Super fast processor.
Worth every penny,Great product as usual. Good for a days use. Need a fast charger with it to get the best performance in short time. There’s nothing to complain except battery performance.
Very Good,Everything is fine except battery. I’m not an pubg player so I can’t Specify the performance on basis of pubg. But I didn’t find any lag or slowness in this phone. Main point of this phone is.- very thin and slimYou will love it when you will start using it.I think only drawback is it’s battery. If the battery was good. It  was best. But anyway we can not expect that much battery backup from apple.I think apple should do more work on battery at least make it on the mark.I bought it aft...
Delightful,"It’s a good product overall... slightly overpriced.. battery is really bad...doesn’t last long...Performance wise good, fast . Superb camera pixel quality very good even with zoomed photos.."
Great product,Good specs at best price I’ve Recently upgraded from iPhone 8 to iPhone se and I would say this is a great upgrade and worth. This new SE phone great at performance and quality
Must buy!,Nice I phone  small compact and light weight... processor is too good and as usual headphone quality awesome Nice packing .. thanx Flipkart for great service
Awesome,pretty awesome phone .. loved its compact style and performance .
Perfect product!,Mobile is working awesome fast and smooth. Camera is very awesome but problem is only size of mobile displayBut over all I’m very happy with phone
Great product,I have been using iPhone earlier as well. This one is more brilliant phone with high performance speed and i love the perfect size of the phone
Fabulous!,The rumors about this phone of its low battery backup are fake. It provides the best battery backup and lasts a full day with light use like Instagram and WhatsApp. The performance of this phone is the best compared to android phones at this price range. And with the iOS 14 update the iPhone SE is the star of the show . And there are no such noticable differences between the SE and the 12
Just wow!,"Switched from iPhone 6 to iPhone SE 2020.Never wanted the big sizes, this is the best option as a beast in a small shell.Battery backup is fine which is around 6 hours in a single charge with dual sim.Other all functionalities are excellent as expected.In a short note, giving 9 on 10 for this product."
Really Nice,Exilent phone😀😀
Moderate,Only good thing about this phone is its processor.What is the use of good processor if you ve average camera below average screen size. I ve not udapted to new software but the UI is not that friendly with the present software version. You ll get very good Android phone for the same price. Or if you can shell out extra bucks then go for higher version of iPhone. This is not worth it.
Mind-blowing purchase,"From a first time iOS user I am using Pixel 4a and I got this phone for my wife. Very smooth experience, quite different then regular android and marginally better then Pixel's.Camera quality is quite good, even in comparison to Pixel, but I believe it's mostly because of its punchy colours.Layout/Usability/UI is quite different and it's taking some time to get used to it.Hardware is very premium, better then my existing pixel 4a.Functionality and Customization wise I find it lackin..."
Mind-blowing purchase,Iphone SE 2020 is the best iphone. I had iphone6 so i am used to this size and this screen size is perfectly fine and handy as well and light weight. Very happy with this buy. Bought a red one and its amazing red.
Great phone but disappointed with no accessories,Good phone but disappointed with no earpods and power adapter. Left a bittersweet taste.Battery backup is good enough for only decent usage. Not meant for gaming. Only for those who want entry into the Apple ecosystem at low cost
Just okay,"Ossam phone,my first I phone so very much excited to use this.everything is great except battery but u may optimise battery usage by making suitable settings and after that all great.  Finally want too say only one thing No I phone user will never use any other brand  phone."
Perfect product!,"Ordered iphone SE 2020 from Flipkart and no regrets till now.This is my second iPhone purchase from Flipkart and they delivered it well within time.Phone is genuine, nicely packed (hats off to Apple Packaging Team too)Very nice upgrade from IPhone 6 - 16 GB.Used it for more than a week now; seems flawless.The Red Product is a special one to own as Apple donates from the sales of Red Products.The glass back looks very nice, however needs lot of care to prevent scratches.Cons: Battery l..."
1 week user,"The product is great in itself, other than the battery. I have a 2016 iPhone 6 and the battery life if pretty similar to that. Really hoping that Apple does something about the battery life in coming update. Other than that everything is great and it delivers what you're promised. A-13 bionic chip will amaze you with the speed and camera is great, specially for the price. Great phone, just be aware that you'll have to charge it multiple times a day, so don't forget to carry a power bank!"
Great product,Best in the market Seriously no android phone can compete with this 4.7 inch beast performing device. A13 Bionic is far more superior than Snapdragon 865. I am an hardcore android guy & I am giving my genuine review after 4 days of extensive IOS usage
Really Nice,The iPhone SE 2020 is a real value for money mobile device. It has got the latest processor (A13 Bionic Chip) which is said to be the fastest processor that is present in the current market. The camera is a real catch having support for high definition video and photos that can be shot in portrait mode which adds a certain depth to the photos. The 4.7 inch screen is a real compact and comfy size for those who do not prefer large phone sizes. The battery life is great as well. All in all the i...
Pretty good,😭camera is not up to the mark specially in low light. Battery performance pathetic. If you use it day long then always keep power bank. Power adopter to be purchased separately that costs 2000/ othewise can not charge.🤩Look wise excellent. Sound quality outstanding . Fast processor feels you satistified..
Fabulous!,Best camera quality a. A good option to buy at a reasonable price too. Would totally recommend buying this mobile
Excellent,Best phone at this range battery backup is also good display is awesome it is best phone for gaming and all other use Ram management is too good. This is best phone it is value for money.Just go for it
Very Good,"If you are looking for a handy phone with best display and camera, go for it. Battery backup isnt that great, would know if you had been an iphone user before, but overall its so worth it !"
Worth the money,Apple always best if you know how to jailbreak. Much faster processor battery too good and dual sim management better than non iOS device.
Super!,It's lighting fast and picture quality is marvelous. Excellent battery except that if you are more on online streaming and gaming then you need to carry a 20k mah power bank. Shipment was delivered before the mentioned date and packaging was firm and sturdy when received. Overall I rate 5/5. End of the day an iPhone is an iPhone. Thanks flipkart for the best online offer.
Fabulous!,Best phone at this price...camera is also great with right lighting... Very easy to use in one hand. Very light in weight but still gives a good feeling in hands.....battery backup is also not that bad as everybody says...the A13 chip uses the power very smartly.overall a good quality product at reasonable price.
